0	0.25	0.29	0.25	0.21	0.29	0.11	0.33	0.18	0.05	0.33	0.0	0.33	0.43	0.38	0.25	0.29	0.6	0.08	0.11	0.38	0.48	2.64	0.48	0.29	0.21	0.14	-	-	-	0
0.25	0	0.12	0.35	0.26	0.13	0.25	0.24	0.19	0.04	0.43	0.16	0.23	0.17	0.38	0.17	0.09	0.2	0.09	0.16	0.1	0.19	0.32	0.07	0.15	0.32	0.08	0.25	0.25	0.25	0
0.29	0.12	0	0.92	0.09	0.15	0.04	0.16	0.2	0.0	0.35	0.03	0.16	0.06	0.1	0.23	0.09	0.21	0.0	0.09	0.1	0.19	0.27	0.17	0.14	0.05	0.23	0.29	0.29	0.29	0
0.25	0.35	0.92	0	0.15	0.33	0.11	0.19	0.17	0.0	0.43	0.13	0.21	0.16	0.26	0.42	0.19	0.25	0.04	0.15	0.1	0.22	0.25	0.11	0.07	0.18	0.25	0.25	0.25	0.25	0
0.21	0.26	0.09	0.15	0	0.1	0.3	0.1	0.19	0.28	0.33	0.18	0.11	0.29	0.31	0.35	0.13	0.09	0.04	0.12	0.17	0.1	0.27	0.17	0.22	0.18	0.07	0.21	0.21	0.21	0
0.29	0.13	0.15	0.33	0.1	0	0.1	0.13	0.06	0.07	0.24	0.16	0.13	0.2	0.29	0.16	0.28	0.23	0.03	0.14	0.4	0.42	0.2	0.06	0.18	0.14	0.06	0.29	0.29	0.29	0
0.11	0.25	0.04	0.11	0.3	0.1	0	0.23	0.08	0.1	0.29	0.21	0.19	0.35	0.22	0.13	0.14	0.1	0.05	0.17	0.1	0.23	0.1	0.09	0.13	0.31	0.17	0.11	0.11	0.11	0
0.33	0.24	0.16	0.19	0.1	0.13	0.23	0	0.24	0.08	0.42	0.17	0.21	0.25	0.32	0.21	0.16	0.19	0.08	0.22	0.21	0.55	0.29	0.21	0.12	0.3	0.21	0.33	0.33	0.33	0
0.18	0.19	0.2	0.17	0.19	0.06	0.08	0.24	0	0.11	0.24	0.13	0.11	0.11	0.27	0.1	0.1	0.1	0.0	0.16	0.15	0.25	0.23	0.22	0.14	0.08	0.28	0.18	0.18	0.18	0
0.05	0.04	0.0	0.0	0.28	0.07	0.1	0.08	0.11	0	0.07	0.1	0.08	0.07	0.11	0.06	0.03	0.03	0.0	0.1	0.11	0.12	0.06	0.1	0.0	0.03	0.04	0.05	0.05	0.05	0
0.33	0.43	0.35	0.43	0.33	0.24	0.29	0.42	0.24	0.07	0	0.25	0.13	0.17	0.37	0.32	0.24	0.23	0.07	0.36	0.42	0.38	0.36	0.1	0.1	0.39	0.3	0.33	0.33	0.33	0
0.0	0.16	0.03	0.13	0.18	0.16	0.21	0.17	0.13	0.1	0.25	0	0.09	0.13	0.3	0.2	0.11	0.09	0.06	0.21	0.06	0.13	0.0	0.1	0.14	0.44	0.06	0.0	0.0	0.0	0
0.33	0.23	0.16	0.21	0.11	0.13	0.19	0.21	0.11	0.08	0.13	0.09	0	0.17	0.29	0.08	0.08	0.19	0.04	0.14	0.2	0.2	0.19	0.14	0.14	0.34	0.15	0.33	0.33	0.33	0
0.43	0.17	0.06	0.16	0.29	0.2	0.35	0.25	0.11	0.07	0.17	0.13	0.17	0	0.3	0.24	0.35	0.32	0.03	0.19	0.17	0.24	0.59	0.19	0.27	0.36	0.32	0.43	0.43	0.43	0
0.38	0.38	0.1	0.26	0.31	0.29	0.22	0.32	0.27	0.11	0.37	0.3	0.29	0.3	0	0.36	0.19	0.29	0.15	0.22	0.32	0.74	0.44	0.11	0.28	0.36	0.17	0.38	0.38	0.38	0
0.25	0.17	0.23	0.42	0.35	0.16	0.13	0.21	0.1	0.06	0.32	0.2	0.08	0.24	0.36	0	0.23	0.38	0.03	0.21	0.25	0.12	0.23	0.21	0.14	0.22	0.26	0.25	0.25	0.25	0
