0.29	0.09	0.09	0.19	0.13	0.28	0.14	0.16	0.1	0.03	0.24	0.11	0.08	0.35	0.19	0.23	0	0.44	0.06	0.17	0.5	0.31	0.31	0.18	0.16	0.18	0.25	0.29	0.29	0.29	0
0.6	0.2	0.21	0.25	0.09	0.23	0.1	0.19	0.1	0.03	0.23	0.09	0.19	0.32	0.29	0.38	0.44	0	0.06	0.17	0.48	0.27	0.58	0.17	0.28	0.27	0.16	0.6	0.6	0.6	0
0.08	0.09	0.0	0.04	0.04	0.03	0.05	0.08	0.0	0.0	0.07	0.06	0.04	0.03	0.15	0.03	0.06	0.06	0	0.05	0.07	0.03	0.06	0.0	0.0	0.09	0.04	0.08	0.08	0.08	0
0.11	0.16	0.09	0.15	0.12	0.14	0.17	0.22	0.16	0.1	0.36	0.21	0.14	0.19	0.22	0.21	0.17	0.17	0.05	0	0.23	0.15	0.14	0.13	0.08	0.15	0.37	0.11	0.11	0.11	0
0.38	0.1	0.1	0.1	0.17	0.4	0.1	0.21	0.15	0.11	0.42	0.06	0.2	0.17	0.32	0.25	0.5	0.48	0.07	0.23	0	0.38	0.33	0.07	0.1	0.11	0.45	0.38	0.38	0.38	0
0.48	0.19	0.19	0.22	0.1	0.42	0.23	0.55	0.25	0.12	0.38	0.13	0.2	0.24	0.74	0.12	0.31	0.27	0.03	0.15	0.38	0	0.44	0.3	0.1	0.19	0.19	0.48	0.48	0.48	0
2.64	0.32	0.27	0.25	0.27	0.2	0.1	0.29	0.23	0.06	0.36	0.0	0.19	0.59	0.44	0.23	0.31	0.58	0.06	0.14	0.33	0.44	0	0.5	0.36	0.18	0.13	2.64	2.64	2.64	0
0.48	0.07	0.17	0.11	0.17	0.06	0.09	0.21	0.22	0.1	0.1	0.1	0.14	0.19	0.11	0.21	0.18	0.17	0.0	0.13	0.07	0.3	0.5	0	0.12	0.06	0.04	0.48	0.48	0.48	0
0.29	0.15	0.14	0.07	0.22	0.18	0.13	0.12	0.14	0.0	0.1	0.14	0.14	0.27	0.28	0.14	0.16	0.28	0.0	0.08	0.1	0.1	0.36	0.12	0	0.34	0.04	0.29	0.29	0.29	0
0.21	0.32	0.05	0.18	0.18	0.14	0.31	0.3	0.08	0.03	0.39	0.44	0.34	0.36	0.36	0.22	0.18	0.27	0.09	0.15	0.11	0.19	0.18	0.06	0.34	0	0.12	0.21	0.21	0.21	0
0.14	0.08	0.23	0.25	0.07	0.06	0.17	0.21	0.28	0.04	0.3	0.06	0.15	0.32	0.17	0.26	0.25	0.16	0.04	0.37	0.45	0.19	0.13	0.04	0.04	0.12	0	0.14	0.14	0.14	0
-	0.25	0.29	0.25	0.21	0.29	0.11	0.33	0.18	0.05	0.33	0.0	0.33	0.43	0.38	0.25	0.29	0.6	0.08	0.11	0.38	0.48	2.64	0.48	0.29	0.21	0.14	0	-	-	0
-	0.25	0.29	0.25	0.21	0.29	0.11	0.33	0.18	0.05	0.33	0.0	0.33	0.43	0.38	0.25	0.29	0.6	0.08	0.11	0.38	0.48	2.64	0.48	0.29	0.21	0.14	-	0	-	0
-	0.25	0.29	0.25	0.21	0.29	0.11	0.33	0.18	0.05	0.33	0.0	0.33	0.43	0.38	0.25	0.29	0.6	0.08	0.11	0.38	0.48	2.64	0.48	0.29	0.21	0.14	-	-	0	0
-	0.25	0.29	0.25	0.21	0.29	0.11	0.33	0.18	0.05	0.33	0.0	0.33	0.43	0.38	0.25	0.29	0.6	0.08	0.11	0.38	0.48	2.64	0.48	0.29	0.21	0.14	-	-	-	0
