0	40
1	84
2	109
3	76
4	83
5	57
6	88
7	78
8	110
9	118
10	54
11	32
12	74
13	56
14	55
15	48
16	41
17	51
18	135
19	88
20	63
21	65
22	65
23	105
24	89
25	19
26	89
27	40
28	40
29	40
30	40
